Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Armenia,ARM,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.93061464,69.08582364,69.31279621,69.60872162,69.94873341,70.30773918,70.73583744,71.14876418,71.56308851,71.97654145,72.35746316,72.52499194,72.62987013,72.66938776,72.61865794,72.47916326,72.25113858,71.98644505,71.60989717,71.66456891,69.41280876,73.18733353,73.55762137,73.96493296,73.76414532,73.26524482,71.07450506,71.39159562,66.07909258,66.06620477,
American Samoa,ASM,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.03285394,69.54545455,69.98384056,70.21709634,71.38791,72.53311706,73.02060738,73.30965715,73.70080899,74.14815837,75.5183854,76.5391015,76.93696196,78.15418932,77.87079671,79.01952638,79.67929223,80.17621145,80.72322288,81.33720127,81.03971318,81.62334071,81.99025748,82.23776224,82.66741699,83.08534531,83.87507066,84.44915254,84.99436937,85.46936481,
Austria,AUT,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.06058874,62.55714286,64.16143754,65.13722127,68.29962974,69.4112628,69.3543759,69.98985654,70.71863228,70.87252207,71.04078966,71.85152452,73.50139235,73.79797089,76.10237434,76.62180553,77.27341276,77.55952381,78.45122859,79.58544587,80.03290458,80.8165716,81.5303826,81.93277311,82.54160363,82.64888619,82.95882974,82.91873964,82.53373313,82.76069017,
Azerbaijan,AZE,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.82697427,84.86842105,85.62083436,86.82058682,87.80028262,88.05361305,88.08132741,88.04565243,88.0623661,88.23458719,88.2925642,88.24778319,88.24660344,87.83110412,88.27260459,87.84931507,87.04554952,86.571991,87.69584591,90.04100762,91.40023683,90.69456812,90.33116499,90.22954679,90.57928613,91.03086779,90.33275961,90.3511276,90.70960388,90.47346588,
Burundi,BDI,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4648589,100.5342237,100.6385839,100.7789569,100.9566109,101.1614535,101.229841,101.3122437,101.3976075,101.6264052,101.8728855,102.15959,102.4140904,102.6724674,102.9083615,103.1198686,103.280356,103.4143223,103.5466461,103.6377709,103.7267081,103.8007524,103.886145,103.957818,104.0443575,103.7872892,103.6023241,103.4624791,103.3787256,103.36415,
Belgium,BEL,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.17116524,62.172346,63.7800461,65.52067763,65.82840237,66.37690668,66.72703326,67.76381078,68.73551804,70.61712228,71.0071708,69.22183508,70.55296469,71.22830441,73.25445759,74.22091695,75.0452377,75.92017013,76.80802104,77.4263001,78.12140155,78.44813139,78.51640991,79.70189248,80.85213877,81.19715928,81.02103121,81.0184402,82.54452926,82.89585097,
Benin,BEN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.26490363,64.25770308,64.30893398,65.87463227,67.50857143,69.20766921,70.96623437,72.80898876,74.71842799,76.71282799,78.79945766,80.96370463,83.23581786,84.81661965,86.36657612,87.8752284,89.3544137,90.78089663,92.18057235,93.55320304,94.88690884,92.31290672,92.48099891,92.75125799,93.02357269,93.26149229,93.47351174,93.73718036,94.05398,94.39791295,
Burkina Faso,BFA,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.04185022,84.00132129,83.31125828,82.62313226,81.90698191,81.19153675,80.42676796,79.62340282,78.78992353,77.9282329,77.00928232,76.04770017,75.04557885,74.03384404,72.97762478,71.90739461,70.78612717,71.24458494,71.76261128,72.37682207,73.10235064,73.89138017,74.82863671,75.90049236,77.13301537,77.3251957,77.51495017,77.73635153,77.98985585,78.27890792,
Bangladesh,BGD,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.87830808,28.04256764,28.25889821,28.52116672,28.81818182,29.16477014,29.47152152,29.83400114,30.21359669,30.60707292,30.98786828,31.278962,31.58383651,31.89013035,32.19409775,32.4956166,32.70064441,33.45514559,34.25080081,35.05671642,35.88171655,36.71345595,37.57309942,38.44455348,39.34041502,40.26620226,41.18752349,44.0378239,44.36671576,44.62029199,
Bulgaria,BGR,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.29578844,88.4502447,88.60821382,87.85879248,86.96160267,85.92905405,84.8479672,83.62977033,82.26566591,80.78756843,79.17710197,82.33638283,82.42714996,80.28219325,80.68722467,79.29812123,80.61908856,80.33060611,78.9397123,78.82314375,80.12432796,81.0922205,81.48211244,81.45350789,80.94207723,80.87795145,80.14434374,80.32707254,79.49089737,79.26100629,
Bahrain,BHR,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.23118829,33.0894123,33.82234957,34.57836847,35.35330437,36.11174458,36.95627224,37.75957545,38.53805228,39.31544866,40.13385645,41.31548312,42.40046838,43.38252518,44.30571762,45.18974121,46.16907313,47.1265705,48.07135411,49.04443933,50.07437922,49.63646855,49.74093264,49.90802483,50.10337698,50.34482759,50.5566395,50.89388036,51.43151626,51.87771926,
"Bahamas, The",BHS,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.66142228,81.82837215,82.03230978,82.2781716,82.56279578,82.95288975,83.21176757,83.39420502,84.01173451,84.8820059,85.25641026,85.53474618,85.77411011,85.46840423,85.44716447,85.70900123,85.90612295,85.9375,85.51969567,84.95716034,85.15931373,85.19926426,85.58624923,85.28403526,85.41717641,85.49944981,85.60772805,85.59726128,85.7177824,85.85957603,
Bosnia and Herzegovina,BIH,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.48348106,61.30164301,61.65473349,61.52740054,61.25502816,60.70963542,60.30546888,60.38201877,60.14588859,59.53020134,59.17469981,58.90270915,58.59522583,58.33765336,57.96344648,55.42021924,55.13674614,54.11805079,55.74497102,57.2634844,58.94176258,59.86099044,59.51604599,60.09340944,62.45921346,62.28522337,60.73745306,62.13222568,60.94715168,64.49612403,
Belarus,BLR,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.67800657,78.76517309,78.67921709,78.61719565,78.6179343,78.76782826,79.08835282,79.53216374,80.04239855,80.43511334,80.9625019,81.45735495,81.80582817,82.05051112,82.21923134,82.33283804,82.52254916,82.65980896,82.74000584,82.76860701,82.73184759,82.77785725,82.77580071,82.73564848,82.69529595,82.62646189,82.70475654,82.03332867,80.63219188,80.37930554,
Belize,BLZ,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.84095331,42.79780086,43.84757222,44.21441774,43.8484252,43.88030415,44.19571865,45.48572829,46.7696457,48.05099289,49.33872153,50.64267352,51.96330275,53.29341317,54.62872496,55.97753083,56.22475211,56.52173913,56.87338183,57.24897858,57.67412935,58.08704327,58.5,58.93998246,59.64299089,60.48780488,62.13930348,61.26271397,61.67286245,61.77525034,
Bermuda,BMU,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8951015,69.2653309,69.43667113,69.81751825,70.21638707,70.61323619,70.95873786,71.3489274,71.72146063,72.06561361,72.48812569,73.12507597,73.74423684,74.35804264,74.96674326,75.54643159,76.1244423,74.79941648,75.81882382,76.08642578,75.49951267,75,72.31942014,73.50769616,74.37026168,68.29757872,72.45989305,74.68082417,78.62282878,79.05187391,
Brazil,BRA,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.22286472,50.49433325,52.37633366,54.27386904,56.21933268,58.19550728,58.19672131,58.98432602,60.45162104,62.13518636,63.86308691,65.65824894,67.38433936,68.03858521,69.10464967,70.45280123,70.54203682,70.55627426,70.34500581,70.99818981,69.96078431,68.91445194,69.64402995,69.64473684,69.89147697,70.80844285,71.18621427,72.66138773,73.1825525,74.09549428,
Barbados,BRB,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.84342326,80.37495014,80.37849915,81.13306293,81.86088999,82.26454204,85.85574736,83.5978836,83.76942489,83.93381372,84.12443014,84.23665146,84.36661299,84.47188297,84.82868951,85.07422763,85.33046749,85.55615551,85.78990228,86.01665984,86.86101133,86.68786287,86.27698346,87.81477336,89.65869312,88.55005754,88.90473474,89.11018771,89.17674151,89.30017351,
Brunei Darussalam,BRN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.19733789,56.56269113,57.98918387,59.4177871,60.90774178,62.44579358,63.83984084,65.28297183,66.82482208,68.39145107,69.91117228,71.1557916,71.44859218,71.73411885,72.06940874,72.4671307,73.18246846,73.86914908,74.51187335,75.08609272,75.66418704,76.34035743,77.06852622,77.83776488,78.60831748,79.36507937,80.17918677,80.98875156,78.99500203,77.17391304,
Bhutan,BTN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.85380117,74.82243448,74.86150437,74.9288102,75.01556856,75.10966287,75.82556088,76.69582858,77.68141819,78.79137798,80.00516329,81.46462019,82.90990047,84.25279789,85.45550707,86.48720329,87.20852765,87.92664971,88.6275037,89.29968965,87.66215843,86.45862751,95.57739558,80.84171744,76.70179436,80.26170799,80.5353466,80.60945614,80.54649266,80.41655396,
Botswana,BWA,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.42774566,63.08201058,63.68833932,64.32389097,65.0887574,66.05616606,66.78956712,67.74149097,68.7352492,70.5639419,72.81923472,73.87665198,74.95956477,76.08247423,77.26601712,78.51851852,79.84230884,80.11730205,80.46026921,80.8869814,80.46664672,80.73368804,81.88251001,83.48375451,83.59979371,83.60803502,83.98553532,84.44386829,85.0013031,85.53286201,
Central African Republic,CAF,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.49141869,80.45679012,80.45650833,80.55555556,80.70978113,80.9470683,80.91697646,80.98783817,81.08141703,81.22042341,81.38171842,81.23832067,81.17837569,81.12009956,81.15346288,81.1760309,80.95178926,80.77113811,80.63118812,80.60163407,80.664353,80.27404024,79.98275437,79.63030971,79.5270767,79.52340007,79.83950617,80.23096982,80.675,81.14537445,
Canada,CAN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.17794156,77.16419901,77.63764578,77.92952745,77.9528638,78.55068455,78.86619425,79.26964732,80.20297511,80.62058457,81.32279534,81.86363005,82.65053616,83.55883559,83.9868385,83.96252411,84.87243483,85.54649717,85.41322314,86.23763755,86.60976634,86.44139091,86.89587149,87.1805732,86.73946958,86.28757799,86.76638177,87.17034925,87.55204594,87.1542629,
Central Europe and the Baltics,CEB,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1831436,78.02599273,77.95513232,77.78031429,77.67285657,77.22763042,76.63265018,76.84977572,76.90665818,77.35123915,77.81120573,78.07420637,77.19336958,76.8619736,76.40659222,75.9014887,75.7610081,75.17430677,74.81311231,75.04833277,75.34039206,75.46561594,75.65514068,75.52866677,75.47390213,75.27698367,75.131316,75.25556385,75.21190086,74.86634487,
Switzerland,CHE,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.05197712,70.38642556,71.40716694,71.09004739,70.67574382,70.5295084,72.19617286,72.6531652,74.18038015,74.67366266,74.39824945,76.26197256,77.48206132,77.76037588,78.14849004,79.25383078,79.50112777,79.35586061,81.51193634,81.96198325,80.65948856,81.21147146,81.93062651,82.68556005,83.68861306,84.07437348,84.52029024,84.25726588,85.02702703,85.70649952,
Channel Islands,CHI,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.72369547,66.50575039,66.90821256,66.37368869,66.13404977,66.5303244,67.6666195,68.35083735,68.81216255,69.84466296,70.25868229,71.87366014,75.60375994,76.83492892,77.28996499,76.32230803,75.67567568,74.44168734,75.10210035,77.05640423,77.7054034,75.34670994,75.81457346,76.14379085,76.33928571,76.65375447,77.20401138,77.74101369,78.04288735,78.45546958,
Chile,CHL,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.76102989,43.46814834,44.54052659,45.29958678,45.9421039,46.93112805,47.80191363,49.35639059,49.7464569,50.13051423,50.76189214,50.01335827,50.20875421,52.40735732,54.70803414,55.94594595,56.59163987,58.00454728,60.66117897,61.84792812,62.84833869,64.92815327,65.54812834,66.30915672,67.22610097,67.05945367,67.87013337,68.78285483,69.87544002,70.59144181,
China,CHN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.40868334,86.31964117,86.1898017,86.0396507,85.88457453,85.74465572,85.61627632,85.50260787,85.40007134,85.33237857,85.29799736,84.99093656,84.67446964,84.35692308,84.02036255,83.64386645,83.2599673,82.8870927,82.5034841,82.13377416,81.73224323,81.56917957,81.42398974,81.31755018,81.21368625,81.05481405,80.87986464,80.64347371,80.35761241,80.06609385,
Cote d'Ivoire,CIV,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2698187,57.38366572,57.58513932,57.84817693,58.16522574,58.53570134,58.62403101,58.70435521,58.83497507,59.00613497,59.20515043,59.42264434,59.67436577,59.95919408,60.26037639,60.61277705,60.99169194,61.4091273,61.86681075,62.36147216,62.87773773,63.46775327,64.07407407,64.73562554,65.4404221,66.17100372,66.98867925,70.20298129,70.72122274,71.22543537,
Cameroon,CMR,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.85886638,89.72610524,89.66378919,89.6128959,89.69986357,89.85639389,89.97259022,90.1489118,90.36781609,90.61959155,90.87329164,91.01358412,91.16620112,91.32057863,91.48637586,91.6129788,91.64714152,91.72429961,90.1902497,88.52795556,86.73870334,86.7639843,86.81210933,86.90271992,87.02364906,87.1857756,87.34658812,87.53687316,87.78174652,88.04643122,
"Congo, Dem. Rep.",COD,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.91494188,99.32375317,98.75385046,98.1777716,97.94644096,97.95975017,97.66089965,97.40474876,97.32339956,97.25668597,97.13695802,96.91018951,96.80252504,96.78836124,96.80032958,96.82561495,96.125,95.37986238,94.61647727,93.83354894,93.00160047,92.13317619,91.25242574,91.26344086,91.36873598,91.4893617,91.45939467,91.56789197,91.81339353,92.07427536,
"Congo, Rep.",COG,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.34991615,91.72046029,92.14718737,92.51662187,92.74890242,93.15243643,93.47671272,93.64672365,93.87202508,93.94111791,94.22146314,94.27149964,94.34899901,94.33508002,94.36122103,94.41230422,94.51726568,94.38596491,94.41176471,94.48951049,94.64560324,94.3338438,94.12581586,94.03440622,94.08333333,94.10538023,94.13073713,94.26023962,94.56020137,94.84839978,
Colombia,COL,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.7087274,60.92311372,61.31343284,61.81731457,62.40619416,62.99118838,63.30909524,63.82724887,64.12770537,64,64.48238548,64.87722677,65.5143237,66.62240464,65.49149223,64.67545264,64.18245264,63.71435781,64.02814424,66.83052722,68.26310632,68.82152423,70.24963645,70.69386758,70.63201562,71.2909911,71.26577625,71.29310345,70.75553357,70.1147991,
Comoros,COM,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.24134705,57.9877255,58.21201941,58.41121495,58.51976137,58.98876404,59.35447551,59.94334278,60.54680084,61.25334352,62.30903114,63.03501946,63.82145654,64.68386843,65.51177985,64.66209598,63.86359233,63.07220839,62.30842006,61.55858718,60.85993726,60.17860397,59.53923686,58.94381223,58.3831283,58.80597015,59.20590302,59.70438149,60.26455026,60.83421704,
Cabo Verde,CPV,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.62485346,50.28355388,50.97665555,51.67567568,52.42483026,53.23943662,54.04434535,54.90466633,55.81129196,56.77419355,57.74721676,58.76494024,59.78729133,60.82685223,61.87646815,62.94742729,63.75895491,64.56071076,65.35522219,66.16498651,67.00370265,68.43535469,69.90528129,71.43885928,72.99565847,74.5594874,76.18069815,77.82872356,78.60740741,79.35541363,
Costa Rica,CRI,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.24833492,40.89865926,40.66821686,41.51769427,42.90767167,43.63767941,42.9936701,46.10873549,48.76273654,49.36848559,48.01937166,52.30939771,52.41815476,52.82057654,51.44254892,55.59840756,55.87719298,56.9152247,58.10112218,59.59141719,59.18474001,60.32991885,65.01935484,64.82275029,64.05092893,64.05712774,60.61056329,60.75189975,62.80224807,67.22797927,
Caribbean small states,CSS,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.74703662,68.83431553,69.93353854,71.041427,71.51183561,70.90832155,70.84331345,69.77605119,68.73748962,68.48954601,68.13752823,68.27469484,68.46691087,69.06774133,69.94595959,71.01045786,71.5060555,71.36225437,72.08040039,72.03071409,72.69191987,73.17139584,73.96312333,74.77550039,74.88148473,74.70921241,76.10446599,76.59532254,76.52839995,76.71788505,
Cuba,CUB,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.78661616,54.66068944,52.44068309,49.7715549,49.56902849,49.55675047,50.50916497,50.58857724,50.2829778,50.91068046,51.71959608,52.23266745,52.7479004,53.70260664,54.82717521,56.89167039,59.12627169,60.84113538,61.25646711,61.73647469,61.60269558,61.88235294,62.18971631,62.42577197,62.35294118,62.69081113,62.37074779,62.22789371,62.1483376,61.84805547,
Curacao,CUW,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.11553676,63.50910574,65.21200441,63.57823129,66.13523914,65.05892025,65.58992609,68.04651807,67.91272929,67.76699029,68.9923558,72.27695296,73.73142697,74.6672213,73.98708969,73.2177264,74.87541528,76.8117958,77.98512698,79.85021902,81.61733466,81.51815182,80.74159241,81.3150289,84.12629128,85.83716447,85.01118568,84.99332047,84.2971595,83.65232408,
