Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Armenia,ARM,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.54999924,54.86999893,53.45000076,51.45999908,50.29000092,48.99000168,47.88000107,47.49000168,46.68999863,45.70000076,45.65999985,45.63000107,46.11999893,46.97999954,47.79999924,49.11000061,50.84000015,52.41999817,52.63999939,50.16999817,51.41999817,51.52999878,51.81999969,54.45000076,57.11000061,59.04000092,60.88999939,68.15000153,70.48000336,
American Samoa,ASM,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.62000275,84.68000031,84.37999725,84.48000336,84.73999786,84.93000031,84.41999817,85.08999634,85.61000061,85.44000244,85.33000183,85.22000122,85.63999939,85.91999817,85.69999695,86.41000366,86.76000214,86.61000061,86.91999817,86.72000122,87.05000305,87.33999634,87.77999878,87.44000244,87.43000031,87.41000366,87.55999756,88.02999878,87.66999817,
Austria,AUT,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.86000061,85.08999634,85.27999878,85.66999817,85.91000366,85.72000122,86.69999695,86.90000153,86.90000153,87.48999786,87.73999786,87.88999939,88.48999786,90.15000153,89.61000061,89.48000336,88.54000092,88.91000366,88.86000061,88.80000305,89.33000183,89.52999878,89.45999908,89.48999786,89.62000275,89.95999908,90.16000366,90.58999634,90.52999878,
Azerbaijan,AZE,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.90000153,42.47000122,41.15000153,39.66999817,37.88000107,35.86000061,34.02000046,32.45000076,31.11000061,30.20000076,29.64999962,29.13999939,28.68000031,28.42000008,28.04999924,28.04999924,28.29999924,28.53000069,28.87000084,28.35000038,28.56999969,28.95000076,29.15999985,28.67000008,27.46999931,27.29000092,27.04999924,26.93000031,27.21999931,
Burundi,BDI,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.25,20.78000069,20.29999924,20.13999939,18.87000084,17.38999939,17.20000076,17.03000069,16.63999939,16.51000023,16.09000015,15.85999966,15.47999954,13.89000034,14.38000011,13.80000019,13.68000031,13.06000042,13.31000042,12.65999985,12.34000015,12.43000031,12.23999977,12.02999973,11.5,11.26000023,10.53999996,10.03999996,9.569999695,
Belgium,BEL,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.66000366,83.59999847,84.04000092,84.66999817,83.62999725,84.16000366,84.81999969,85.26000214,83.98999786,86.23000336,86.98000336,86.52999878,87.26000214,88.33999634,87.75,88.20999908,88.47000122,89.25,88.73000336,89.22000122,89.52999878,89.51999664,89.30000305,89.15000153,88.93000031,89.37999725,89.34999847,89.29000092,89.30000305,
Benin,BEN,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.190000057,3.220000029,3.25,3.930000067,3.910000086,3.970000029,4.039999962,3.99000001,4.239999771,4.300000191,4.480000019,4.559999943,4.610000134,4.559999943,4.639999866,4.599999905,4.599999905,4.489999771,4.539999962,4.630000114,4.590000153,4.579999924,4.760000229,5.010000229,5.210000038,5.150000095,5.480000019,5.679999828,6.150000095,
Burkina Faso,BFA,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.279999971,2.269999981,2.220000029,2.150000095,2.130000114,2.150000095,2.25999999,2.25,2.650000095,2.579999924,2.599999905,2.710000038,3.140000105,3.299999952,3.319999933,3.529999971,4.159999847,4.360000134,5.119999886,6.309999943,7.46999979,7.940000057,8.140000343,9.039999962,9.270000458,9.899999619,10.43999958,10.94999981,11.31000042,
Bangladesh,BGD,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.43000031,20.43000031,20.43000031,20.47999954,20.56999969,20.65999985,20.77000046,20.92000008,21.12999916,21.37999916,21.63999939,21.87999916,22.12999916,22.14999962,22.29000092,22.60000038,20.87000084,19.25,17.69000053,16.40999985,18.14999962,19.95999908,21.82999992,23.84000015,25.88999939,27.97999954,31.09000015,32.61000061,33.99000168,
Bulgaria,BGR,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.06999969,86.16999817,86.26000214,86.37000275,86.41999817,86.48000336,86.55000305,86.63999939,86.76000214,87.11000061,88.34999847,87.87000275,87.65000153,87.44999695,88.94000244,89.97000122,90.62999725,90.20999908,90.20999908,89.91000366,90.59999847,91.19000244,90.94000244,90.66999817,91.18000031,91.06999969,90.97000122,91.40000153,91.91999817,
Bahrain,BHR,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.88999939,98.84999847,98.80999756,98.75,98.66999817,98.61000061,98.52999878,98.48999786,98.37999725,98.25,98.16000366,98.16999817,98.23000336,98.79000092,98.27999878,98.26999664,98.33000183,98.30000305,98.23999786,96.80000305,96.75,96.79000092,96.81999969,96.87999725,96.94000244,96.97000122,96.95999908,96.94999695,96.98000336,
"Bahamas, The",BHS,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.37000275,91.73999786,90.11000061,89.01999664,87.93000031,87,89.59999847,89.37000275,88.80999756,89.83000183,90.72000122,89.51000214,89.45999908,87.95999908,88.68000031,89.33999634,89.94000244,90.58000183,92.55999756,92.63999939,92.61000061,92.91999817,93.01000214,93.15000153,93.18000031,93.36000061,93.33999634,93.18000031,93.20999908,
Bosnia and Herzegovina,BIH,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.79999924,55.34999847,53.5,55.70999908,59.54999924,68.13999939,72.16999817,73.84999847,74.16999817,73.62999725,73,72.66999817,72.37000275,72.68000031,72.94999695,73.30999756,73.55000305,72.47000122,70.33000183,72.06999969,74.45999908,72.41999817,75.30000305,77.76000214,76.98000336,76.08000183,75.26999664,78.90000153,74.01999664,
Belarus,BLR,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.06999969,97.98999786,97.90000153,97.77999878,97.65000153,97.5,97.34999847,97.23999786,97.16000366,97.09999847,97.06999969,97.08000183,97.09999847,97.13999939,97.20999908,97.30000305,97.38999939,97.47000122,97.54000092,97.61000061,97.66000366,97.69999695,97.73999786,97.76000214,97.76999664,97.76999664,97.16999817,97.23000336,97.23999786,
Belize,BLZ,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.26999664,74.98999786,74.95999908,74.87999725,74.98999786,75.27999878,75.29000092,75.23000336,75,74.81999969,74.66999817,74.44000244,74.16999817,74.18000031,74.08000183,74.01999664,73.79000092,73.55999756,73.23000336,72.90000153,72.61000061,72.09999847,71.66999817,71.25,68.30000305,65.05000305,67.61000061,67.04000092,66.54000092,
Bermuda,BMU,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.04000092,20.11000061,20.20999908,20.35000038,20.48999977,20.78000069,21.39999962,21.73999977,22.5,25.43000031,27.03000069,26.29000092,26.77000046,27.20999908,27.39999962,29.81999969,31.21999931,31.90999985,33.97999954,33.15999985,32.36999893,35.63999939,34.65000153,31.89999962,33.38000107,29.47999954,28.20000076,27.75,28.60000038,
Brazil,BRA,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.83999634,65.73000336,65.87999725,65.84999847,65.76000214,68.23999786,67.58999634,67.62999725,67.19999695,66.61000061,65.91999817,65.29000092,65.62999725,66.06999969,65.30999756,66.51000214,67.75,68.59999847,69.69999695,71.27999878,72.61000061,75.5,75.37999725,75.80000305,74.93000031,74.61000061,73.59999847,72.95999908,72.54000092,
Barbados,BRB,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.36000061,90.77999878,89.87000275,90.23999786,90.44000244,90.48999786,91.77999878,90.98999786,90.66999817,91.98999786,90.75,90.68000031,91.09999847,89.73999786,89.75,89.83000183,89.76000214,89.66000366,89.19000244,88.83000183,88.66000366,88.41000366,88.12999725,87.95999908,87.91000366,87.98000336,87.90000153,87.77999878,87.69000244,
Brunei Darussalam,BRN,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.09999847,96.04000092,95.94999695,95.87999725,95.80999756,95.70999908,95.55999756,95.44000244,95.26999664,95.05999756,94.95999908,94.83999634,94.68000031,94.5,94.30000305,94.16000366,94.01000214,93.80000305,93.66999817,93.45999908,93.23999786,93.09999847,92.94000244,92.70999908,92.44999695,92.01000214,91.47000122,91.48000336,89.34999847,
Bhutan,BTN,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.30999947,21.29999924,21.36000061,21.45000076,21.60000038,21.36000061,21.40999985,21.64999962,21.90999985,21.87000084,22.15999985,22.47999954,22.75,22.95000076,23.07999992,23.29000092,23.28000069,22.70999908,22.29999924,22.35000038,16.07999992,14.47999954,14.80000019,15.44999981,15.5,15.75,16.06999969,16.27000046,16.76000023,
Botswana,BWA,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.04999924,61.25999832,62.79999924,64.75,72.41999817,77.90000153,77.11000061,76.58999634,75.69999695,74.72000122,74.01000214,73.12000275,72.33999634,71.05999756,69.51000214,68.41999817,68.29000092,68.16000366,66.91999817,68.01999664,69.04000092,70.09999847,71.16999817,71.84999847,72.51000214,72.95999908,73.61000061,74.12000275,74.55999756,
Central African Republic,CAF,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.630000114,6.340000153,6.260000229,6.070000172,6.039999962,5.519999981,5.260000229,5.150000095,4.820000172,4.590000153,4.53000021,4.380000114,4.050000191,4.03000021,3.920000076,4.059999943,4.139999866,4.210000038,4.340000153,4.369999886,4.449999809,4.400000095,3.650000095,3.339999914,3.170000076,3.109999895,3.150000095,3.160000086,3.200000048,
Canada,CAN,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.94999695,89.41999817,88.80999756,88.58000183,88.38999939,87.79000092,86.79000092,86.68000031,87.09999847,87.66999817,88.81999969,88.5,88.59999847,88.72000122,88.51999664,88.61000061,88.58000183,88.59999847,88.12999725,88.45999908,88.51999664,88.52999878,88.22000122,88.30999756,88.06999969,88.26000214,88.13999939,87.87999725,88.05000305,
Central Europe and the Baltics,CEB,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.43453501,74.93493037,74.76184449,74.96761846,74.50790138,75.5105706,74.74658175,75.11509334,75.04346245,74.75786388,74.80063755,77.30693138,78.01947939,79.30267572,79.84490804,80.83757382,81.38084622,82.0181281,81.76294331,81.14445123,81.50883621,81.81479017,82.32336277,82.96102035,83.87513827,84.74664015,85.1048318,85.39140042,85.89467516,
Switzerland,CHE,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.38999939,84.40000153,84.40000153,84.41999817,84.44000244,84.44000244,83.83000183,84.41000366,84.81999969,85.44000244,85.62999725,85.76999664,85.29000092,86.86000061,86.58000183,86.5,86.06999969,86.77999878,87.05999756,86.87999725,87.05000305,87.08000183,87.01999664,86.97000122,86.93000031,87,87.19000244,87.37999725,87.52999878,
Channel Islands,CHI,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.66999817,82.73000336,82.83000183,82.94999695,83.05999756,83.18000031,83.33999634,83.51000214,83.69000244,83.94000244,84.01999664,84.08000183,84.05999756,84.12999725,84.19999695,84.37999725,84.61000061,84.66000366,84.62000275,84.68000031,84.73000336,84.79000092,84.87999725,84.98000336,85.08000183,85.15000153,85.22000122,85.27999878,85.33999634,
Chile,CHL,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.62999725,74.66999817,74.76999664,74.84999847,75,75.19000244,74.30999756,72.73999786,74.19999695,74.80000305,73.30000305,73.18000031,73.13999939,71.86000061,74.51999664,73.73000336,74.37999725,74.33999634,74.65000153,75.08000183,74.04000092,75.19999695,74.94000244,74.37000275,74.76000214,74.01999664,73.54000092,74.41999817,74.22000122,
China,CHN,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.70000076,34.84000015,36.02999878,37.11000061,38.02000046,38.75999832,39.36999893,39.72999954,40.08000183,40.56999969,41.09000015,41.74000168,42.59000015,43.43999863,44.43999863,45.52000046,46.68999863,47.59999847,48.38999939,49.36999893,50.15999985,50.68999863,51.16999817,51.59000015,51.86000061,52.11999893,52.43000031,53.20999908,54.15000153,
Cote d'Ivoire,CIV,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.099999905,5.159999847,5.190000057,5.159999847,5.269999981,5.449999809,5.860000134,5.889999866,6.190000057,6.309999943,6.059999943,6.25,6.480000019,6.869999886,7.099999905,7.489999771,7.829999924,8.340000153,8.93999958,9.239999771,9.840000153,10.75,12.80000019,13.39999962,13.43000031,13.77000046,16.67000008,17.75,18.92000008,
Cameroon,CMR,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.269999981,5.28000021,5.300000191,5.349999905,5.53000021,5.800000191,6.239999771,6.559999943,7.289999962,8.300000191,8.949999809,8.899999619,8.779999733,8.920000076,9.140000343,9.460000038,9.579999924,10.19999981,10.31999969,10.86999989,11.52000046,12.35000038,12.97999954,13.68000031,14.17000008,14.73999977,15.55000019,16.28000069,16.82999992,
"Congo, Dem. Rep.",COD,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.300000191,4.059999943,3.890000105,3.900000095,3.829999924,4.699999809,3.599999905,3.390000105,3.089999914,3.220000029,3.769999981,3.910000086,3.599999905,4.050000191,4.170000076,4.239999771,4.550000191,5.260000229,5.460000038,6.699999809,7.519999981,8.180000305,8.93999958,9.829999924,9.949999809,9.800000191,10.25,10.97999954,10.53999996,
"Congo, Rep.",COG,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.360000134,5.369999886,5.409999847,5.619999886,5.590000153,5.829999924,6.079999924,5.820000172,6.449999809,7.239999771,6.989999771,7.070000172,7.099999905,7.539999962,8.180000305,8.649999619,8.369999886,8.909999847,8.25,9.460000038,9.729999542,9.890000343,9.590000153,9.529999733,8.93999958,8.640000343,8.550000191,8.510000229,8.800000191,
Colombia,COL,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.29000092,51.34999847,51.47999954,51.65000153,51.74000168,51.63999939,51.63000107,51.38000107,50.65000153,50.72000122,50.66999817,51.81999969,51.11000061,51.04999924,51.02999878,51.22000122,51.40000153,51.06000137,48.34000015,47.93999863,47.02000046,47,48.38000107,49.75,50.40000153,50.65999985,51.04000092,50.99000168,51.52999878,
Comoros,COM,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.97999954,18.07999992,18.01000023,17.62000084,17.42000008,17.06999969,16.88999939,16.59000015,16.29000092,16.5,16.35000038,16.28000069,16.28000069,16.34000015,17.62999916,18.92000008,20.5,21.76000023,23.03000069,24.42000008,25.88999939,27.29000092,28.94000053,30.23999977,30.32999992,30.57999992,30.85000038,30.97999954,31.15999985,
Cabo Verde,CPV,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.31999969,41.70999908,41.72000122,42.20999908,42.81000137,43.72999954,44.47999954,45.34000015,46.02000046,47.38000107,47.18999863,47.22000122,48.02999878,48.40000153,48.34000015,48.02999878,48.16999817,49.00999832,49.36000061,49.27000046,49.24000168,48.95999908,49.08000183,49.34000015,49.61999893,59.45000076,65.76999664,66.91999817,65.48999786,
Costa Rica,CRI,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.88999939,78.63999939,76.16999817,76.23999786,75.69999695,77.68000031,74.29000092,75.73999786,74.66000366,76.58000183,71.33000183,70.15000153,71.08000183,70.63999939,73.13999939,73.76000214,76.15000153,75.41999817,74.80000305,79.08999634,81.91999817,80.5,78.62000275,79.09999847,78.98000336,80.77999878,79.12999725,77.02999878,76.37999725,
Caribbean small states,CSS,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.85216779,69.21772429,69.93951633,70.12358435,71.53114407,71.83278066,72.61427843,73.0971368,72.82617316,73.22103896,73.46685921,75.15180246,75.14430427,74.66952503,75.19273388,75.24566674,76.37724064,75.66940855,75.87515598,76.04532277,76.04284122,76.3615069,76.08084788,76.00903744,75.92638782,75.36820228,75.27815095,75.14868701,74.86991173,
Cuba,CUB,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.16000366,94.06999969,95.30999756,95.77999878,96.09999847,96.66999817,96.27999878,95.83000183,95.16999817,95.34999847,95.09999847,95.44999695,94.62999725,94.59999847,94.58999634,95.29000092,95.73000336,95.23999786,95.86000061,95.86000061,90.41000366,91.84999847,90.16000366,87.12999725,87.25,87.16000366,87.12000275,87.27999878,87.41000366,
Curacao,CUW,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.87000275,81.19999695,81.33000183,81.65000153,81.86000061,82.11000061,82.45999908,82.79000092,83.16999817,83.5,84.05999756,84.12000275,84.30999756,84.33999634,84,85.23999786,86.91999817,87.16999817,86.05999756,87.11000061,88.08000183,89.12999725,88.66000366,87.72000122,88.47000122,89.66999817,89.94999695,89.87000275,89.5,
Czech Republic,CZE,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.16999817,92.16000366,92.16000366,92.12999725,92.12999725,92.09999847,92.02999878,91,90.31999969,90.05999756,89.65000153,89.54000092,88.30000305,88.94999695,89.58999634,89.13999939,89.44999695,89.37000275,88.59999847,87.83999634,87.12000275,86.55999756,86.48000336,87.15000153,87.22000122,86.76999664,87.11000061,87.58999634,87.66999817,
