Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Armenia,ARM,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.038869977,1.020169973,1.019050002,1.02876997,1.023270011,1.033980012,1.072929978,,1.115159988,1.013290048,1.021980047,1.003059983,0.999000013,1.00564003,1.018280029,1.024889946,1.022079945,1.02098,1.032899976,1.031380057,1.018350005,1.013299942,1.012529969,1.013020039,1.015210032,1.008900046,1.003209949,0.999610007,1.00533998,1.011150002
American Samoa,ASM,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,0.981750011,0.970229983,0.933860004,0.940180004,0.948800027,0.980809987,1.015769958,1.017889977,1.023059964,1.027780056,1.017609954,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,0.927100003,,,1.243549943,0.96006,0.939509988,1.023270011,0.907899976,0.966880023,,,,,0.858539999,,,,,,,,0.952229977,,,,,,,,,,,,,,,0.964619994,0.946770012,0.950380027,0.915419996,0.928139985,0.952109993,,0.949919999,0.966189981,,0.984059989,0.992079973,,
Australia,AUS,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,0.996500015,0.998000026,0.999610007,1.000630021,0.994490027,0.991550028,0.991559982,0.990809977,0.990209997,0.989069998,0.986869991,0.987659991,0.986029983,0.984790027,0.992529988,0.994719982,0.996630013,0.999130011,0.998960018,0.997169971,0.996020019,0.996179998,0.99555999,0.996039987,0.995660007,0.998849988,1.00308001,1.009729981,1.017230034,1.022300005,1.02444005,1.023360014,1.022650003,1.020030022,1.015840054,1.012730002,1.008970022,1.006410003,1.002329946,0.998239994,0.997259974,0.996029973,0.997080028,0.997500002,1.000290036,0.999779999,0.999899983,0.99891001,0.99921,
Austria,AUT,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,0.98864001,0.991699994,0.994480014,0.99822998,0.99397999,0.992839992,0.993749976,0.992730021,0.994080007,0.994130015,0.993900001,0.992229998,0.994000018,0.994009972,0.994419992,0.981679976,0.985800028,0.985000014,0.989719987,0.996230006,0.997749984,0.994369984,0.994989991,0.99405998,0.991079986,0.992959976,0.991559982,0.991469979,0.990920007,0.989709973,0.989740014,0.990329981,0.994180024,1.001549959,0.998470008,0.991729975,0.987659991,0.983439982,0.988889992,0.987079978,0.99052,0.991670012,0.989049971,0.993589997,0.990970016,0.994920015,0.997269988,0.994880021,0.993309975,
Azerbaijan,AZE,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.988009989,0.995819986,0.979700029,0.955860019,1.124429941,1.084290028,0.978860021,0.981549978,1.000630021,0.98161,0.983919978,0.975650012,0.943490028,0.96351999,0.945110023,0.936280012,0.996879995,0.994690001,0.989229977,0.989530027,0.98052001,0.979770005,0.969030023,0.990019977,0.983179986,0.99010998,1.016330004,1.005460024,1.030809999,1.044250011
Burundi,BDI,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,0.484019995,0.498039991,0.558560014,0.586059988,0.595879972,0.618659973,0.63154,0.628300011,0.64270997,0.641569972,0.643029988,0.613550007,0.630129993,0.651120007,0.676549971,0.703149974,0.733479977,0.777509987,0.794040024,0.801169991,0.836570024,0.817089975,0.81911999,,0.801429987,0.849960029,0.842899978,0.815129995,0.789200008,0.79697001,0.793950021,0.780260026,0.801660001,0.82950002,0.855790019,0.908490002,0.928600013,0.950119972,0.967800021,0.988659978,1.006629944,1.015820026,1.019449949,1.032799959,1.02955997,1.022920012,1.014989972,1.012500048,1.014829993,
Belgium,BEL,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,0.988919973,0.988619983,1.010550022,0.99891001,0.996410012,0.996640027,0.993610024,0.993589997,0.999419987,0.995500028,0.996389985,0.997799993,1.005859971,1.00948,1.01078999,1.010149956,1.015409946,1.017289996,1.017950058,1.01820004,1.023640037,1.020169973,0.997009993,0.994669974,0.993799984,0.994390011,,,0.992150009,0.994490027,0.993770003,0.993160009,0.99138999,0.996460021,0.995540023,0.994220018,0.996930003,0.997669995,0.99673003,0.997659981,0.997969985,0.995859981,1.001299977,0.999710023,0.998300016,0.998860002,1.000990033,1.004780054,1.010920048,
Benin,BEN,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,0.445789993,0.454230011,0.457109988,0.448449999,0.441240013,0.460130006,0.453319997,0.469330013,0.471689999,0.50940001,0.473780006,0.478139997,0.483859986,0.497830003,0.500140011,0.506190002,0.508960009,0.511730015,0.514429986,0.51730001,0.503430009,0.511409998,0.522909999,0.550589979,0.565819979,0.583639979,0.604210019,0.634790003,0.659870028,0.685660005,0.697329998,0.71845001,0.736899972,0.766409993,0.791209996,0.819700003,,0.858399987,0.876020014,0.891640007,0.894900024,0.907239974,0.915210009,0.924269974,0.930239975,0.936269999,0.935029984,0.937330008,0.92967999,0.925499976
Burkina Faso,BFA,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,0.589179993,0.602310002,0.606320024,0.611069977,0.615360022,0.605319977,0.599619985,0.598649979,0.600629985,0.605480015,0.601409972,0.599720001,0.60007,0.597930014,0.598699987,0.602219999,0.603380024,0.609839976,0.620959997,0.631089985,0.642620027,0.651849985,0.654190004,0.658529997,0.662710011,0.665489972,,0.685199976,0.699639976,0.71092999,0.724650025,0.73992002,0.750859976,0.784850001,0.801310003,0.818229973,0.838989973,0.866330028,0.886500001,0.91012001,0.927619994,0.947329998,0.967260003,0.974290013,0.974439979,0.978280008,0.984899998,0.983500004,0.994759977,1.009199977
Bangladesh,BGD,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,0.490260005,0.486090004,0.551469982,0.551769972,0.514970005,0.537230015,0.543429971,0.608430028,0.606620014,0.605199993,0.604709983,0.694850028,0.707409978,0.605400026,0.696850002,0.692030013,0.691039979,0.691850007,0.805660009,0.811810017,0.844420016,,,,,,,,,,,,,,,1.04550004,1.055899978,1.072340012,1.06190002,1.047860026,1.062510014,,,,,,,1.071760058,1.074710011,,1.093019962
Bulgaria,BGR,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,0.986119986,0.99022001,0.992039979,0.992030025,0.989799976,0.994520009,0.998340011,0.997780025,0.998170018,0.993189991,0.996020019,1.000049949,0.999599993,0.998979986,0.997229993,0.996100008,0.992129982,0.991900027,0.985790014,0.981540024,0.979470015,0.977689981,0.980440021,0.998390019,0.987169981,0.979120016,0.975359976,0.972180009,0.971029997,0.972530007,0.974650025,0.981999993,0.984539986,0.987110019,0.989570022,0.986199975,0.98793,0.994979978,0.998669982,0.996879995,0.995130002,0.991649985,0.991360009,0.992529988,0.98992002,0.98943001,0.993889987,0.994409978,0.992929995,
Bahrain,BHR,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,0.722100019,0.730419993,0.738059998,0.740740001,0.752420008,0.76809001,0.790679991,0.810989976,0.839550018,0.85977,0.888310015,0.875549972,0.944769979,0.957819998,0.997810006,1.01406002,1.022920012,1.018429995,1.013139963,1.032899976,1.012709975,1.01233995,1.019860029,1.021479964,1.010419965,0.995109975,0.982630014,0.988470018,0.992269993,1.015580058,1.038499951,1.024189949,1.031389952,1.036239982,1.035889983,1.051360011,,,,,1.01778996,1.008919954,1.016690016,1.012290001,1.009909987,1.020830035,0.995800018,0.987869978,0.99417001,
"Bahamas, The",BHS,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,,,,,,1.023290038,1.037009954,1.054180026,1.059020042,1.057659984,,1.04697001,1.019109964,,1.008960009,1.013859987,,,,,,1.006970048,1.019569993,,1.003819942,1.039430022,1.005329967,0.997669995,0.967419982,,,0.993900001,,0.976719975,0.969669998,0.968930006,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.991209984,0.985310018,0.962279975,0.960259974,0.956570029,0.959779978,0.986150026,0.988399982,0.988319993,0.985920012,0.987699986,0.968089998,0.967100024,0.979120016,0.984879971,0.995010018,0.993290007,0.997950017,0.99883002,1.000620008,1.001909971,1.003139973,1.001559973,1.002840042,0.994480014,0.997730017,,
Belize,BLZ,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,0.966470003,,,0.964150012,,1.021559954,0.999599993,,,,,,,,,0.941990018,0.949580014,,,,0.955330014,0.954079986,0.951099992,0.951569974,0.957289994,0.954169989,0.95648998,,0.960720003,0.95134002,0.959230006,0.963129997,0.972899973,0.96894002,0.95709002,0.965870023,0.979200006,0.961269975,0.962679982,0.961030006,0.957120001,0.966480017,0.95599997,0.953360021,0.953980029,0.952040017,0.951569974,0.949199975,0.96679002,0.954850018
Bermuda,BMU,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,1.024099946,1.090549946,0.958140016,0.964339972,0.938399971,0.948539972,0.950460017,0.96578002,0.96092999,0.956730008,0.962390006,0.969659984,0.983370006,1.021180034,1.012840033,,,,,,,,,,0.994819999,,0.997399986,,,,1.014199972,1.041470051,1.036710024,1.065080047,1.05171001,1.078999996,,,,,0.983860016,0.967710018,0.972060025,0.969969988,0.981760025,,,,,
Bolivia,BOL,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,0.70855999,0.779250026,,0.812759995,0.829180002,0.843580008,0.854080021,0.868550003,0.883459985,0.885450006,0.91711998,0.888390005,,0.912840009,0.93720001,,0.931919992,0.927950025,,0.936810017,0.942399979,0.946399987,0.950500011,0.965300024,0.969169974,0.970560014,0.97240001,0.974179983,0.980180025,0.985459983,0.985809982,0.988200009,0.990249991,0.997110009,1.000100017,1.001230001,1.001080036,0.999740005,0.995270014,0.989780009,0.994329989,0.992229998,0.986450016,0.978699982,0.976909995,0.979680002,0.983780026,0.986959994,0.990040004,0.994270027,
Brazil,BRA,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.969690025,,0.937789977,0.931159973,0.944580019,0.95235002,0.941330016,,0.951210022,0.932020009,0.957009971,,0.926989973,0.954050004,0.958840013,0.95739001,0.959420025,0.974219978,0.966120005,0.973730028,0.955269992,
Barbados,BRB,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,0.973010004,0.997229993,1.011600018,0.842729986,0.921689987,0.998449981,0.977599978,0.971809983,0.974009991,0.987119973,0.997799993,0.968810022,0.941789985,0.997959971,0.959519982,,,,1.008129954,0.992579997,,1.00150001,,,,,,,0.983439982,0.981130004,0.988259971,0.990760028,0.979680002,0.980279982,0.996190012,0.980289996,1.006629944,1.001340032,1.006739974,1.015820026,1.000730038,,,1.004420042,0.993019998,0.99770999,0.965030015,0.963280022,0.958050013,0.969879985
Brunei Darussalam,BRN,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,0.970399976,0.946709991,0.94885999,0.946420014,0.945829988,0.945100009,0.943889976,0.955649972,0.955060005,0.960319996,0.951219976,0.969590008,0.982200027,0.975730002,0.96825999,,0.977859974,0.955460012,0.972039998,0.959200025,,0.94471997,0.955349982,0.968479991,0.963249981,0.949750006,0.953559995,0.943130016,0.936760008,0.929920018,0.948059976,0.95450002,0.964680016,0.97536999,0.966409981,0.961510003,0.953180015,0.956939995,0.972259998,0.986339986,0.99563998,0.994040012,0.991119981,0.996649981,1.000759959,0.996649981,0.998989999,1.000090003,1.008329988,1.008419991,1.00383997
Bhutan,BTN,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,0.05401,0.243699998,0.219819993,,0.315429986,,0.3741,0.389919996,0.391279995,0.419019997,,,0.470620006,0.488389999,0.504270017,0.532260001,0.548189998,,0.604470015,,,0.598469973,0.747089982,0.759239972,0.775089979,0.783949971,0.800329983,0.820179999,0.836989999,0.855949998,0.876980007,0.897700012,0.915409982,0.94490999,0.972169995,0.974820018,0.988479972,0.993200004,1.011289954,1.018149972,1.02275002,1.014080048,1.014879942,1.009780049,1.014050007,1.010849953,1.004719973,0.998650014,1.001659989,,1.015409946
Botswana,BWA,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,1.126999974,1.141250014,1.161929965,1.195199966,1.21044004,1.227859974,1.226840019,1.22160995,1.222159982,1.217069983,1.200909972,1.168140054,1.143849969,1.147650003,1.12887001,1.113510013,1.079660058,1.069730043,1.066429973,1.059780002,1.067319989,1.061869979,1.053060055,1.036620021,1.028789997,1.019099951,1.011279941,1.008470058,0.99822998,1.00296998,1.001729965,1.000710011,0.993139982,0.993130028,0.985319972,0.98724997,0.981169999,0.976710021,0.97874999,0.971050024,,,0.981790006,0.974829972,0.970340014,0.977760017,,,,,
Central African Republic,CAF,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,0.479600012,0.487610012,0.49932,0.521679997,0.508629978,0.553709984,0.542490005,0.537660003,0.549269974,0.583819985,0.57427001,0.569980025,0.534950018,0.565519989,0.564700007,0.63657999,0.617560029,0.614409983,0.61917001,0.63538003,0.655589998,0.673389971,,,,,,,,,0.695919991,0.680909991,0.698140025,0.674600005,0.700540006,0.700569987,0.710799992,0.719519973,0.723510027,0.725679994,0.740239978,0.758469999,,,,0.780099988,,,,
Canada,CAN,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,0.989480019,0.992439985,0.991349995,0.993589997,0.987749994,0.999189973,0.997500002,0.998570025,0.999350011,0.999989986,1.001710057,0.984589994,0.975629985,0.973930001,0.975880027,0.977959991,0.980549991,0.98111999,0.96934998,0.992150009,0.984300017,0.985220015,0.986289978,0.985300004,0.98635,0.985909998,,0.999090016,1.001410007,1.001559973,,,,0.990970016,0.991490006,0.992699981,0.995169997,0.998160005,1.00150001,1.005210042,1.00714004,1.010769963,1.011160016,1.011989951,1.008069992,1.000859976,0.997590005,0.995660007,0.994289994,
Central Europe and the Baltics,CEB,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,0.970420003,0.970550001,0.972190022,0.975849986,0.974979997,0.976350009,0.977630019,0.979610026,0.980499983,0.98150003,0.981599987,0.982159972,0.98398,0.985159993,0.982640028,0.983929992,0.984650016,0.985520005,0.985960007,0.988359988,0.988049984,0.989470005,0.996810019,0.989239991,0.989459991,0.991810024,0.99089998,0.985230029,0.982800007,0.98378998,0.986639977,0.987039983,0.987950027,0.988770008,0.99022001,0.990199983,0.991360009,0.991249979,0.989600003,0.990279973,0.99119997,0.993040025,0.995980024,0.995729983,0.996299982,0.997730017,0.998390019,0.997789979,0.993669987,0.991919994,
Switzerland,CHE,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,,,1.011909962,1.010110021,1.013900042,1.015220046,1.013700008,1.011379957,1.009660006,1.009109974,1.009850025,1.008430004,1.012719989,1.015619993,1.013429999,1.011590004,1.014750004,1.012979984,1.010769963,1.010400057,1.01007998,1.014500022,0.994319975,0.997720003,0.997290015,0.998520017,,0.995930016,0.994830012,0.998300016,1.001230001,1.001719952,1.001940012,0.99721998,0.996969998,0.995819986,0.99555999,0.994939983,0.995329976,0.995429993,0.995090008,0.997600019,0.998109996,1.000749946,0.997179985,0.993120015,0.993239999,0.993939996,0.995119989,
Channel Islands,CHI,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,0.994350016,0.986850023,0.982559979,0.983990014,0.977599978,0.974430025,0.977190018,0.97438997,0.971920013,0.968869984,0.966880023,0.968289971,0.956420004,0.963729978,0.961470008,0.962679982,0.961629987,,,0.97665,0.97894001,0.978670001,0.974600017,0.97773999,,,0.970780015,0.973020017,0.971819997,0.972329974,0.97608,,0.976230025,0.975059986,0.954299986,0.955619991,0.955340028,0.950900018,0.948490024,0.951759994,0.971520007,0.968299985,0.96833998,0.968739986,0.969439983,0.970149994,0.97082001,0.971580029,0.971270025,0.971899986,
China,CHN,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,,,,0.725040019,0.816739976,0.864610016,0.870920002,0.866349995,0.851809978,0.851779997,0.845160007,0.828809977,0.821380019,0.825460017,0.828429997,0.86127001,0.87371999,0.881359994,0.889750004,0.899909973,0.911360025,0.922299981,0.927100003,0.936399996,0.946950018,0.957379997,0.966960013,0.974749982,,,0.991379976,,,,,0.991980016,0.988189995,0.984549999,0.983510017,0.982680023,0.984860003,0.988900006,0.997609973,1.000720024,1.002460003,1.005089998,1.00948,1.011350036,1.011719942,1.009770036
Cote d'Ivoire,CIV,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,0.572650015,0.574639976,0.582319975,0.593060017,0.593209982,0.59454,0.605040014,0.607879996,0.622269988,0.632459998,0.646809995,0.664520025,0.676240027,0.685249984,0.695500016,0.699590027,0.705110013,0.70589,0.706889987,0.710269988,0.712710023,0.708000004,0.715879977,0.715709984,0.722090006,0.731660008,0.733219981,0.736930013,0.751569986,0.742810011,0.746659994,0.761569977,0.734990001,0.792500019,,,0.786679983,0.788030028,0.786679983,0.806249976,,0.82792002,0.841369987,0.85789001,0.867160022,0.880309999,0.896179974,0.911790013,0.926440001,0.940569997,0.943599999
Cameroon,CMR,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,0.744109988,0.768450022,0.778020024,0.788720012,0.795050025,0.807609975,0.816659987,0.820749998,0.831950009,0.837109983,0.838349998,0.841579974,0.841319978,0.843209982,0.841229975,0.845319986,0.851499975,0.854629993,0.856029987,0.858959973,0.861919999,0.921190023,,0.90091002,0.901660025,0.859369993,0.871410012,0.832419991,0.824240029,0.854179978,0.868860006,0.861000001,0.852970004,0.856299996,0.83792001,0.838069975,0.859759986,0.859520018,0.865849972,0.863910019,0.86947,0.876330018,,0.890879989,0.898259997,0.900380015,0.900560021,0.901619971,0.90121001,
"Congo, Dem. Rep.",COD,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,0.581170022,0.608460009,0.621580005,0.649110019,0.648150027,0.657999992,0.674539983,0.679319978,0.69066,0.702499986,0.714770019,0.723569989,0.736880004,0.75079,0.650059998,0.650259972,0.785170019,0.73852998,,0.708029985,0.748030007,0.759660006,0.77828002,0.747349977,0.688470006,,,0.745010018,0.908259988,,,0.78877002,,,,,0.817300022,0.841009974,0.858160019,0.870389998,0.870429993,0.882149994,0.906289995,0.909070015,0.992659986,,,0.938539982,,
"Congo, Rep.",COG,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,0.787970006,0.813390017,0.82852,0.83160001,0.858650029,0.875509977,0.888629973,0.915750027,0.923829973,0.928669989,0.939920008,0.944769979,0.954729974,0.945360005,0.954419971,0.953360021,0.906920016,0.954150021,0.932550013,0.932500005,0.911639988,0.934300005,0.930289984,0.93058002,0.850979984,0.936259985,0.896679997,0.896990001,0.962880015,0.925469995,0.942990005,0.94490999,0.940110028,0.938350022,0.930270016,0.905130029,0.932449996,0.932169974,0.93216002,0.945720017,0.944280028,1.074740052,,,,,,0.972339988,,
Colombia,COL,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,1.028049946,1.031170011,1.034180045,1.036689997,1.042940021,1.039700031,1.038439989,1.035770059,1.036569953,1.033349991,1.024090052,1.022979975,1.015480042,1.015380025,1.007390022,1.027459979,1.029430032,1.013589978,1.014660001,1.01522994,1.146559954,1.017310023,1.055590034,1.023040056,0.995289981,0.994560003,0.997850001,,0.975189984,1.002329946,0.998759985,0.992009997,0.991890013,,0.988889992,0.982119977,0.986829996,0.993049979,0.995729983,0.99713999,0.983370006,0.967069983,0.967880011,0.974709988,0.968200028,0.969460011,0.972790003,0.968620002,0.97025001,0.967310011,
Comoros,COM,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,0.468019992,0.533940017,0.529929996,0.461470008,0.548600018,,,,,,0.722010016,,,0.756120026,0.899800003,0.761370003,0.799759984,0.803529978,0.809660017,0.705160022,0.730359972,0.84957999,0.878359973,0.828209996,,,,0.860230029,0.856060028,0.85729003,,0.823010027,0.823409975,0.887019992,,,0.899150014,0.921720028,,,0.846090019,,0.942019999,0.931659997,,,0.957210004,0.998350024,,
